gene,ï..sample,logFC,cell_line,E2_status,hgnc_symbol
11333,Bone.2,-4.261023205,MCF7,E2,PDAP1
11338,Brain.3,-3.510860752,ZR751,ED,U2AF2
11342,Bone.3,-4.09228225,MCF7,E2,RNF13
22801,Kidney.1,3.576964196,MCF7,E2,ITGA11
22844,Bone.6,-3.369595297,ZR751,ED,FRMPD1
22852,Bone.3,-3.048188945,MCF7,E2,ANKRD26
22853,Bone.3,-4.347602741,MCF7,E2,LMTK2
22854,Adrenal.3,3.807399346,MCF7,E2,NTNG1
22862,Brain.1,-3.23310526,ZR751,ED,FNDC3A
22868,Brain.3,2.624026881,ZR751,ED,FASTKD2
22877,Bone.4,-4.026236311,MCF7,E2,MLXIP
22885,Bone.6,-3.259048609,ZR751,ED,ABLIM3
22888,Bone.2,3.87523428,MCF7,E2,UBOX5
22898,Brain.2,3.346430081,ZR751,ED,DENND3
22905,Kidney.1,-4.581777063,MCF7,E2,EPN2
22944,Bone.2,3.350680389,MCF7,E2,KIN
22948,Brain.2,-2.96278435,ZR751,ED,CCT5
22950,Brain.2,3.128235999,ZR751,ED,SLC4A1AP
22974,Brain.2,2.729812912,ZR751,ED,TPX2
22977,Bone.3,3.596116111,MCF7,E2,AKR7A3
22998,Brain.1,-4.196603892,ZR751,ED,LIMCH1
23015,Brain.2,-3.463061457,ZR751,ED,GOLGA8A
23015,Bone.3,-4.138129071,MCF7,E2,GOLGA8A
23019,Brain.2,-4.957038171,ZR751,ED,CNOT1
23022,Bone.4,-3.547080094,MCF7,E2,PALLD
23023,Bone.4,-3.42744473,MCF7,E2,TMCC1
23024,Adrenal.2,2.716549658,MCF7,E2,PDZRN3
23026,Adrenal.2,3.309227696,MCF7,E2,MYO16
23026,Adrenal.1,4.663782108,MCF7,E2,MYO16
23031,Brain.2,3.05038221,ZR751,ED,MAST3
23032,Bone.3,-3.877562718,MCF7,E2,USP33
23035,Bone.4,2.729118743,MCF7,E2,PHLPP2
23037,Bone.3,2.782160325,MCF7,E2,PDZD2
23046,Adrenal.2,3.223642374,MCF7,E2,KIF21B
23054,Brain.2,-4.097137156,ZR751,ED,NCOA6
23060,Brain.3,-3.326757824,ZR751,ED,ZNF609
23078,Bone.3,-3.139772477,MCF7,E2,VWA8
23090,Brain.3,2.828349501,ZR751,ED,ZNF423
23092,Adrenal.1,-2.661092801,MCF7,E2,ARHGAP26
23093,Brain.3,-3.542986233,ZR751,ED,TTLL5
23098,Brain.2,3.676713559,ZR751,ED,SARM1
23105,Adrenal.3,2.981734918,MCF7,E2,FSTL4
23105,Kidney.1,3.966932569,MCF7,E2,FSTL4
23112,Brain.3,-3.496524103,ZR751,ED,TNRC6B
23114,Bone.2,4.753496878,MCF7,E2,NFASC
23122,Bone.3,-2.983791123,MCF7,E2,CLASP2
23129,Bone.3,-5.819720578,MCF7,E2,PLXND1
23138,Bone.3,-3.518759566,MCF7,E2,N4BP3
23139,Bone.3,-3.51428947,MCF7,E2,MAST2
23143,Bone.3,-2.88288955,MCF7,E2,LRCH1
23152,Brain.1,-3.020947736,ZR751,ED,CIC
23152,Bone.4,-3.663994645,MCF7,E2,CIC
23160,Brain.1,-4.391931644,ZR751,ED,WDR43
23164,Brain.3,-3.962702458,ZR751,ED,MPRIP
23176,Kidney.1,-3.038365165,MCF7,E2,SEPTIN8
23187,Bone.3,-3.196264761,MCF7,E2,PHLDB1
23198,Brain.3,-3.112861547,ZR751,ED,PSME4
23204,Bone.2,-3.80026421,MCF7,E2,ARL6IP1
23210,Brain.1,-3.680570648,ZR751,ED,JMJD6
23213,Brain.4,-5.343304708,MCF7,E2,SULF1
23213,Adrenal.1,-2.976469636,MCF7,E2,SULF1
23213,Adrenal.3,-3.270420465,MCF7,E2,SULF1
23225,Bone.2,-3.79368401,MCF7,E2,NUP210
23242,Brain.1,-4.378335778,ZR751,ED,COBL
23248,Bone.2,-3.297439949,MCF7,E2,RPRD2
23251,Bone.4,3.678663101,MCF7,E2,MINAR1
23262,Brain.3,-4.40279593,ZR751,ED,PPIP5K2
23270,Bone.1,-3.291612742,MCF7,E2,TSPYL4
23277,Bone.3,-3.214720589,MCF7,E2,CLUH
23284,Brain.3,-3.623611639,ZR751,ED,ADGRL3
23286,Bone.3,-3.20896261,MCF7,E2,WWC1
23288,Brain.2,-3.828127051,ZR751,ED,IQCE
23288,Brain.3,-2.874320406,ZR751,ED,IQCE
23300,Brain.1,-4.153353721,ZR751,ED,ATMIN
23301,Bone.3,-3.303017013,MCF7,E2,EHBP1
23304,Bone.4,-3.806459957,MCF7,E2,UBR2
23306,Brain.3,-3.594988394,ZR751,ED,NEMP1
23325,Bone.4,-3.90477539,MCF7,E2,WASHC4
23331,Bone.3,2.545271464,MCF7,E2,TTC28
23335,Brain.1,-4.133257589,ZR751,ED,WDR7
23341,Bone.3,-3.553444664,MCF7,E2,DNAJC16
23345,Bone.6,-3.732709261,ZR751,ED,SYNE1
23352,Bone.2,-3.817666081,MCF7,E2,UBR4
23361,Brain.3,-3.444380629,ZR751,ED,ZNF629
23363,Bone.3,-2.748695715,MCF7,E2,OBSL1
23365,Bone.2,-3.315926622,MCF7,E2,ARHGEF12
23376,Bone.4,-3.419848696,MCF7,E2,UFL1
23378,Bone.4,2.86561431,MCF7,E2,RRP8
23384,Brain.3,-3.982360157,ZR751,ED,SPECC1L
23389,Brain.2,-4.48787145,ZR751,ED,MED13L
23394,Brain.2,-4.524832113,ZR751,ED,ADNP
23397,Bone.3,-3.899353256,MCF7,E2,NCAPH
23404,Brain.2,3.556184517,ZR751,ED,EXOSC2
23413,Bone.3,-4.347706835,MCF7,E2,NCS1
23413,Brain.3,3.468172269,ZR751,ED,NCS1
23414,Adrenal.3,3.381476339,MCF7,E2,ZFPM2
23426,Bone.4,3.074087094,MCF7,E2,GRIP1
23429,Kidney.1,-3.787242732,MCF7,E2,RYBP
23429,Kidney.1,-3.787242732,MCF7,E2,
23443,Brain.2,2.652454095,ZR751,ED,SLC35A3
23450,Bone.2,-3.487469402,MCF7,E2,SF3B3
23456,Bone.2,3.058180944,MCF7,E2,ABCB10
23463,Bone.3,-3.196264761,MCF7,E2,ICMT
23464,Bone.4,3.490277559,MCF7,E2,GCAT
23468,Brain.2,-4.947346887,ZR751,ED,CBX5
23469,Bone.2,-3.655354703,MCF7,E2,PHF3
23475,Bone.4,3.145341452,MCF7,E2,QPRT
23508,Bone.3,3.478612508,MCF7,E2,TTC9
23512,Brain.2,-3.38104513,ZR751,ED,SUZ12
23515,Kidney.1,-3.731328287,MCF7,E2,MORC3
23521,Bone.5,-6.060401536,MCF7,ED,RPL13A
23521,Bone.2,-2.82092846,MCF7,E2,RPL13A
23524,Bone.5,-4.077887773,MCF7,ED,SRRM2
23524,Brain.2,-3.815870829,ZR751,ED,SRRM2
23527,Brain.3,-3.339129339,ZR751,ED,ACAP2
23558,Bone.3,-3.435541037,MCF7,E2,WBP2
23560,Bone.4,-4.04552159,MCF7,E2,GTPBP4
23566,Bone.1,3.339751896,MCF7,E2,LPAR3
23576,Bone.4,-3.547080094,MCF7,E2,DDAH1
23581,Brain.4,2.760583228,MCF7,E2,CASP14
23581,Bone.4,5.647822702,MCF7,E2,CASP14
23581,Brain.1,-3.837851608,ZR751,ED,CASP14
23586,Bone.4,-3.682591378,MCF7,E2,DDX58
23586,Brain.4,-2.64231213,MCF7,E2,DDX58
23593,Brain.1,-3.133198908,ZR751,ED,HEBP2
23604,Kidney.1,3.023226456,MCF7,E2,DAPK2
23609,Bone.3,-3.091621934,MCF7,E2,MKRN2
23632,Bone.6,-2.892536926,ZR751,ED,CA14
23639,Adrenal.3,3.030449838,MCF7,E2,LRRC6
23639,Brain.4,4.666493624,MCF7,E2,LRRC6
23647,Brain.2,2.685201186,ZR751,ED,ARFIP2
23670,Bone.3,-2.766819593,MCF7,E2,CEMIP2
23678,Adrenal.1,2.811204525,MCF7,E2,SGK3
23710,Bone.4,4.59174462,MCF7,E2,GABARAPL1
23753,Brain.1,2.746526044,ZR751,ED,SDF2L1
23759,Brain.3,-3.472453895,ZR751,ED,PPIL2
23780,Bone.2,3.170159822,MCF7,E2,APOL2
23788,Brain.3,-3.398295234,ZR751,ED,MTCH2
24137,Brain.1,-3.251050086,ZR751,ED,KIF4A
24142,Brain.3,4.208878907,ZR751,ED,NAA80
24149,Bone.4,-3.754670003,MCF7,E2,ZNF318
25758,Brain.3,3.406482898,ZR751,ED,KIAA1549L
25775,Bone.6,-3.259319025,ZR751,ED,C22orf24
25777,Bone.3,-3.859111409,MCF7,E2,SUN2
25790,Adrenal.2,3.877849786,MCF7,E2,CFAP45
25790,Kidney.1,4.398930032,MCF7,E2,CFAP45
25800,Bone.5,-4.939447586,MCF7,ED,SLC39A6
25803,Adrenal.1,2.569562621,MCF7,E2,SPDEF
25804,Bone.3,-5.011864469,MCF7,E2,LSM4
25806,Bone.2,4.343443755,MCF7,E2,VAX2
25806,Kidney.1,3.049786578,MCF7,E2,VAX2
25814,Kidney.1,-3.104660399,MCF7,E2,ATXN10
25829,Brain.1,-3.518820725,ZR751,ED,TMEM184B
25836,Bone.2,-3.000130769,MCF7,E2,NIPBL
25836,Brain.2,-2.858607871,ZR751,ED,NIPBL
25845,Bone.3,3.096830836,MCF7,E2,
25849,Brain.4,4.194849907,MCF7,E2,PARM1
25849,Adrenal.1,3.057974927,MCF7,E2,PARM1
25853,Brain.2,3.096422368,ZR751,ED,DCAF12
25855,Brain.2,3.405491366,ZR751,ED,BRMS1
25864,Bone.3,4.936985598,MCF7,E2,ABHD14A
25871,Brain.2,3.282473823,ZR751,ED,NEPRO
25895,Bone.2,3.010243095,MCF7,E2,EEF1AKMT3
25896,Brain.1,-3.07472374,ZR751,ED,INTS7
25913,Brain.3,2.767202096,ZR751,ED,POT1
25923,Brain.3,-4.049414137,ZR751,ED,ATL3
25924,Brain.2,3.222470488,ZR751,ED,MYRIP
25930,Brain.1,-3.673186117,ZR751,ED,PTPN23
25941,Brain.1,-4.088035328,ZR751,ED,TPGS2
25992,Bone.2,3.401949376,MCF7,E2,SNED1
26000,Bone.3,-4.118640657,MCF7,E2,TBC1D10B
26030,Bone.3,-4.91704459,MCF7,E2,PLEKHG3
26036,Brain.3,-4.032250867,ZR751,ED,ZNF451
26049,Brain.4,-2.628857118,MCF7,E2,FAM169A
26085,Adrenal.2,4.835348661,MCF7,E2,KLK13
26085,Adrenal.3,4.689928336,MCF7,E2,KLK13
26085,Bone.3,4.452768092,MCF7,E2,KLK13
26094,Brain.3,3.280040995,ZR751,ED,DCAF4
26094,Bone.3,-3.967183529,MCF7,E2,DCAF4
26099,Bone.3,-2.938368469,MCF7,E2,SZRD1
26118,Bone.4,-3.823318209,MCF7,E2,WSB1
26121,Bone.6,2.685948126,ZR751,ED,
26121,Bone.6,2.685948126,ZR751,ED,PRPF31
26155,Bone.3,-4.88983822,MCF7,E2,NOC2L
26166,Adrenal.1,3.532044265,MCF7,E2,RGS22
26190,Bone.4,-3.996816236,MCF7,E2,FBXW2
26230,Bone.4,3.900155512,MCF7,E2,TIAM2
26298,Brain.2,-3.457684309,ZR751,ED,EHF
26353,Bone.4,4.41310725,MCF7,E2,HSPB8
26355,Bone.3,-3.20896261,MCF7,E2,FAM162A
26468,Bone.1,3.508685833,MCF7,E2,LHX6
26469,Bone.2,2.564504144,MCF7,E2,PTPN18
26519,Bone.3,3.270204447,MCF7,E2,TIMM10
26586,Brain.3,-4.01708282,ZR751,ED,CKAP2
26608,Bone.2,2.690701036,MCF7,E2,TBL2
26768,Brain.2,-3.221908049,ZR751,ED,SNORA73B
26782,Brain.1,-3.512540677,ZR751,ED,SNORA66
26784,Brain.2,-6.790877449,ZR751,ED,SNORA64
26788,Adrenal.3,-2.64906711,MCF7,E2,SNORD60
26791,Adrenal.3,-2.653719603,MCF7,E2,SNORD58A
26796,Bone.4,3.341191937,MCF7,E2,SNORD53
26805,Brain.2,-3.022739808,ZR751,ED,SNORD45A
26818,Adrenal.3,-2.533150277,MCF7,E2,SNORD33
26822,Adrenal.3,-3.200596422,MCF7,E2,SNORD14A
26828,Adrenal.3,-3.724917518,MCF7,E2,RNU5F-1
26831,Brain.2,-3.655974868,ZR751,ED,RNU5A-1
26834,Bone.6,-2.588158946,ZR751,ED,RNU4-2
26834,Brain.4,-3.572841368,MCF7,E2,RNU4-2
26863,Bone.5,6.064050137,MCF7,ED,RNVU1-18
26864,Bone.5,5.300942334,MCF7,ED,RNVU1-7
26869,Bone.5,5.815116999,MCF7,ED,RNU1-3
26869,Bone.1,2.499613478,MCF7,E2,RNU1-3
26870,Bone.5,5.494236911,MCF7,ED,RNU1-2
26871,Bone.5,5.530745695,MCF7,ED,RNU1-1
26958,Brain.1,-4.278085616,ZR751,ED,COPG2
26986,Bone.5,-2.840670368,MCF7,ED,PABPC1
26996,Bone.3,-3.175874055,MCF7,E2,GPR160
26996,Brain.1,-3.070972042,ZR751,ED,GPR160
27000,Bone.3,-2.781591503,MCF7,E2,DNAJC2
27019,Kidney.1,4.205907505,MCF7,E2,DNAI1
27031,Brain.1,2.563267529,ZR751,ED,NPHP3
27034,Bone.3,3.26637783,MCF7,E2,ACAD8
27042,Brain.3,-4.032250867,ZR751,ED,UTP25
27069,Brain.2,2.655884651,ZR751,ED,GHITM
27075,Brain.3,-3.628378438,ZR751,ED,TSPAN13
27075,Kidney.1,-2.759139035,MCF7,E2,TSPAN13
27112,Bone.3,3.262503989,MCF7,E2,FAM155B
27127,Bone.4,3.397397897,MCF7,E2,SMC1B
27131,Bone.4,-3.047715709,MCF7,E2,SNX5
27148,Bone.3,-3.764240568,MCF7,E2,STK36
27163,Brain.2,3.617200965,ZR751,ED,NAAA
27185,Bone.6,-2.691378662,ZR751,ED,DISC1
27229,Brain.2,3.471075555,ZR751,ED,TUBGCP4
27230,Bone.4,-4.694452717,MCF7,E2,SERP1
27238,Bone.2,4.292810535,MCF7,E2,GPKOW
27249,Kidney.1,-3.955307538,MCF7,E2,MMADHC
27257,Bone.4,3.673749001,MCF7,E2,LSM1
27286,Adrenal.3,2.91112164,MCF7,E2,SRPX2
27286,Adrenal.2,2.92480801,MCF7,E2,SRPX2
27289,Brain.3,3.176784063,ZR751,ED,RND1
27291,Bone.3,-4.111202185,MCF7,E2,R3HCC1L
27295,Brain.3,5.140279082,ZR751,ED,PDLIM3
27296,Bone.1,3.827319895,MCF7,E2,TP53TG5
27304,Bone.2,3.58517208,MCF7,E2,MOCS3
27333,Bone.3,-3.430941826,MCF7,E2,GOLIM4
27339,Brain.2,3.002610033,ZR751,ED,PRPF19
27342,Brain.1,-3.459520155,ZR751,ED,RABGEF1
27346,Bone.3,-3.490399905,MCF7,E2,TMEM97
27443,Brain.4,4.31763342,MCF7,E2,CECR2
28952,Brain.3,3.797344552,ZR751,ED,CCDC22
28956,Brain.2,3.49851247,ZR751,ED,LAMTOR2
28958,Bone.2,4.949356369,MCF7,E2,COA3
28964,Bone.3,-4.550846226,MCF7,E2,GIT1
28965,Brain.4,-3.190006712,MCF7,E2,SLC27A6
28973,Bone.1,-3.225272952,MCF7,E2,MRPS18B
28974,Bone.3,-3.20896261,MCF7,E2,C19orf53
28988,Brain.2,2.571306361,ZR751,ED,DBNL
28996,Brain.3,-3.053232784,ZR751,ED,HIPK2
29063,Bone.2,3.650896703,MCF7,E2,ZCCHC4
29074,Bone.4,3.269463049,MCF7,E2,MRPL18
29083,Brain.3,3.837404718,ZR751,ED,GTPBP8
29085,Brain.2,4.089265001,ZR751,ED,PHPT1
29093,Bone.2,3.298058845,MCF7,E2,MRPL22
29093,Bone.3,-4.076522798,MCF7,E2,MRPL22
29115,Brain.1,-3.483937176,ZR751,ED,SAP30BP
29128,Bone.3,-3.863049582,MCF7,E2,UHRF1
29760,Bone.4,4.117684664,MCF7,E2,BLNK
29766,Brain.3,-3.630896408,ZR751,ED,TMOD3
29777,Bone.4,2.722197582,MCF7,E2,ABT1
29844,Bone.5,6.405588378,MCF7,ED,TFPT
29880,Bone.3,-3.848873079,MCF7,E2,ALG5
29909,Adrenal.1,-4.314166123,MCF7,E2,GPR171
29909,Bone.2,-3.503686233,MCF7,E2,GPR171
29909,Brain.4,-4.620891755,MCF7,E2,GPR171
29914,Brain.3,3.132981779,ZR751,ED,UBIAD1
29920,Brain.3,3.261533045,ZR751,ED,PYCR2
29933,Brain.4,-4.106073949,MCF7,E2,GPR132
29941,Brain.2,3.610400443,ZR751,ED,PKN3
29948,Bone.3,3.632558112,MCF7,E2,OSGIN1
29956,Brain.2,-4.448107504,ZR751,ED,CERS2
29988,Bone.3,2.78191875,MCF7,E2,SLC2A8
29993,Brain.1,-3.624087762,ZR751,ED,PACSIN1
30008,Kidney.1,4.375238313,MCF7,E2,EFEMP2
30014,Kidney.1,3.76523796,MCF7,E2,SPANXA1
43849,Adrenal.3,3.821608242,MCF7,E2,KLK12
43849,Adrenal.1,3.609977727,MCF7,E2,KLK12
50488,Bone.4,-3.498925451,MCF7,E2,MINK1
50509,Bone.3,-3.578446122,MCF7,E2,COL5A3
50628,Brain.2,4.155912828,ZR751,ED,GEMIN4
50650,Bone.3,3.276905305,MCF7,E2,ARHGEF3
50808,Brain.1,-3.100075285,ZR751,ED,AK3
50853,Kidney.1,4.014026031,MCF7,E2,VILL
50865,Bone.5,5.301634397,MCF7,ED,HEBP1
50999,Bone.3,-4.439264927,MCF7,E2,TMED5
51004,Brain.3,3.532259602,ZR751,ED,COQ6
51010,Bone.2,2.874093899,MCF7,E2,EXOSC3
51018,Brain.3,-4.658781507,ZR751,ED,RRP15
51054,Bone.2,4.753496878,MCF7,E2,PLEKHA8P1
51054,Bone.3,3.185080782,MCF7,E2,PLEKHA8P1
51068,Brain.3,2.586857698,ZR751,ED,NMD3
51072,Bone.3,-3.467469315,MCF7,E2,MEMO1
51074,Brain.3,2.731978182,ZR751,ED,APIP
51091,Brain.2,4.247131469,ZR751,ED,SEPSECS
51100,Bone.3,-3.708707754,MCF7,E2,SH3GLB1
51100,Brain.3,-3.398295234,ZR751,ED,SH3GLB1
51100,Brain.1,-3.630326754,ZR751,ED,SH3GLB1
51103,Adrenal.3,3.131403125,MCF7,E2,NDUFAF1
51104,Bone.4,3.365012196,MCF7,E2,ABHD17B
51109,Kidney.1,-3.70253684,MCF7,E2,RDH11
51125,Brain.1,-2.976423241,ZR751,ED,GOLGA7
51127,Kidney.1,2.988223795,MCF7,E2,TRIM17
51129,Brain.4,2.959893006,MCF7,E2,ANGPTL4
51134,Bone.3,-4.040989215,MCF7,E2,CEP83
51149,Brain.1,2.855421135,ZR751,ED,MRNIP
51166,Brain.1,3.162101747,ZR751,ED,AADAT
51175,Brain.1,3.023611188,ZR751,ED,TUBE1
51192,Kidney.1,2.790235749,MCF7,E2,CKLF
51195,Bone.3,-3.173932591,MCF7,E2,RAPGEFL1
51230,Brain.3,-3.790529219,ZR751,ED,PHF20
51233,Bone.3,3.648025107,MCF7,E2,DRICH1
51233,Bone.4,4.117684664,MCF7,E2,DRICH1
51239,Bone.4,3.0325521,MCF7,E2,ANKRD39
51249,Brain.3,3.805098842,ZR751,ED,TMEM69
51255,Bone.1,-3.599039736,MCF7,E2,RNF181
51256,Bone.4,2.955861614,MCF7,E2,TBC1D7
51259,Bone.3,3.849044582,MCF7,E2,TMEM216
51265,Bone.4,4.004038722,MCF7,E2,CDKL3
51275,Brain.3,3.183259602,ZR751,ED,MAPKAPK5-AS1
51276,Brain.1,3.949336526,ZR751,ED,ZNF571
51279,Kidney.1,3.842945193,MCF7,E2,C1RL
51280,Bone.3,3.359811627,MCF7,E2,GOLM1
51282,Bone.4,3.155291417,MCF7,E2,SCAND1
51304,Brain.3,-4.196102577,ZR751,ED,ZDHHC3
51313,Brain.3,3.161985166,ZR751,ED,GASK1B
51318,Bone.1,-3.587831259,MCF7,E2,MRPL35
51320,Bone.3,-3.828175833,MCF7,E2,MEX3C
51333,Brain.1,3.062869905,ZR751,ED,ZNF771
51337,Bone.3,2.578850646,MCF7,E2,THEM6
51363,Bone.3,-3.603021682,MCF7,E2,CHST15
51377,Bone.3,-3.197344835,MCF7,E2,UCHL5
51422,Bone.4,2.907207181,MCF7,E2,PRKAG2
51435,Brain.1,3.737730358,ZR751,ED,SCARA3
51454,Brain.3,3.254046182,ZR751,ED,GULP1
51533,Kidney.1,2.863017316,MCF7,E2,PHF7
51533,Bone.3,2.786313724,MCF7,E2,PHF7
51537,Kidney.1,2.973461492,MCF7,E2,MTFP1
51540,Bone.4,3.746623173,MCF7,E2,SCLY
51550,Bone.3,2.878835206,MCF7,E2,CINP
51552,Bone.4,-3.127303972,MCF7,E2,RAB14
51555,Adrenal.3,3.548116023,MCF7,E2,PEX5L
51585,Bone.2,-3.407840646,MCF7,E2,PCF11
51594,Brain.3,-3.398295234,ZR751,ED,NBAS
51629,Bone.3,-3.655523335,MCF7,E2,SLC25A39
51637,Bone.3,-3.059260769,MCF7,E2,RTRAF
51696,Bone.3,-3.985991937,MCF7,E2,HECA
51699,Brain.1,-4.196603892,ZR751,ED,VPS29
51715,Adrenal.2,-4.095947483,MCF7,E2,RAB23
51720,Bone.3,-3.250628054,MCF7,E2,UIMC1
51727,Bone.4,-3.719080785,MCF7,E2,CMPK1
51741,Bone.3,-3.928115738,MCF7,E2,WWOX
51751,Kidney.1,3.774474162,MCF7,E2,HIGD1B
51754,Brain.3,3.054556853,ZR751,ED,TMEM8B
51754,Bone.3,2.782160325,MCF7,E2,TMEM8B
51759,Bone.4,-4.228758926,MCF7,E2,C9orf78
51760,Bone.2,4.908947551,MCF7,E2,SYT17
51806,Adrenal.1,2.60559938,MCF7,E2,CALML5
51806,Bone.3,2.71327813,MCF7,E2,CALML5
51816,Bone.6,-3.742605273,ZR751,ED,ADA2
53335,Bone.5,4.516255632,MCF7,ED,BCL11A
53353,Brain.4,-3.291010984,MCF7,E2,LRP1B
53353,Brain.3,-4.341498936,ZR751,ED,LRP1B
53820,Bone.2,3.592316832,MCF7,E2,RIPPLY3
53832,Brain.3,3.07904233,ZR751,ED,IL20RA
53833,Bone.4,5.285854067,MCF7,E2,IL20RB
53981,Bone.3,-3.345145342,MCF7,E2,CPSF2
54014,Bone.2,-2.93747151,MCF7,E2,BRWD1
54033,Bone.1,3.096353113,MCF7,E2,RBM11
54102,Bone.4,3.333935811,MCF7,E2,CLIC6
54102,Brain.4,2.651671051,MCF7,E2,CLIC6
54328,Bone.3,3.07851416,MCF7,E2,GPR173
54414,Bone.3,4.080239368,MCF7,E2,SIAE
54414,Bone.2,-3.482021494,MCF7,E2,SIAE
54414,Bone.5,7.251193405,MCF7,ED,SIAE
54414,Bone.1,2.529916463,MCF7,E2,SIAE
54431,Brain.2,-3.334635628,ZR751,ED,DNAJC10
54432,Bone.1,2.749189046,MCF7,E2,YIPF1
54453,Bone.3,-3.92881472,MCF7,E2,RIN2
54463,Bone.4,3.023823012,MCF7,E2,RETREG1
54468,Bone.3,-3.578446122,MCF7,E2,MIOS
54491,Bone.4,3.423122554,MCF7,E2,OTULINL
54532,Bone.2,3.185663076,MCF7,E2,USP53
54532,Bone.3,-3.067472618,MCF7,E2,USP53
54534,Bone.3,-4.093966692,MCF7,E2,MRPL50
54536,Brain.2,2.749895307,ZR751,ED,EXOC6
54537,Brain.1,-5.092643188,ZR751,ED,SHLD2
54549,Bone.6,-3.369595297,ZR751,ED,SDK2
54583,Brain.3,-3.187431214,ZR751,ED,EGLN1
54587,Bone.2,4.671709213,MCF7,E2,MXRA8
54606,Brain.3,-3.438699822,ZR751,ED,DDX56
54606,Bone.3,-3.407308981,MCF7,E2,DDX56
54617,Brain.3,-3.455675573,ZR751,ED,INO80
54627,Bone.3,3.70471417,MCF7,E2,MAP10
54663,Bone.3,-4.202483759,MCF7,E2,WDR74
54680,Brain.2,2.628865829,ZR751,ED,ZNHIT6
54739,Brain.4,-3.083792612,MCF7,E2,XAF1
54739,Adrenal.3,-3.776331122,MCF7,E2,XAF1
54741,Bone.2,2.802542677,MCF7,E2,LEPROT
54768,Brain.3,-4.98645802,ZR751,ED,HYDIN
54768,Adrenal.2,3.293377607,MCF7,E2,HYDIN
54768,Adrenal.3,5.093412445,MCF7,E2,HYDIN
54768,Bone.6,-4.549759735,ZR751,ED,HYDIN
54769,Adrenal.1,3.779318603,MCF7,E2,DIRAS2
54777,Bone.3,3.753346733,MCF7,E2,CFAP46
54778,Brain.1,-3.817845411,ZR751,ED,RNF111
54780,Bone.3,-4.242139959,MCF7,E2,NSMCE4A
54788,Bone.3,-3.828175833,MCF7,E2,DNAJB12
54790,Bone.2,-4.510062777,MCF7,E2,TET2
54790,Brain.3,-2.717164326,ZR751,ED,TET2
54795,Brain.1,-3.565303095,ZR751,ED,TRPM4
54805,Brain.1,3.13094484,ZR751,ED,CNNM2
54809,Adrenal.3,-5.699476783,MCF7,E2,SAMD9
54809,Brain.4,-4.030809342,MCF7,E2,SAMD9
54821,Bone.2,2.943086229,MCF7,E2,ERCC6L
54830,Bone.3,3.302955789,MCF7,E2,NUP62CL
54843,Bone.5,-4.24212079,MCF7,ED,SYTL2
54843,Brain.1,-3.990346148,ZR751,ED,SYTL2
54848,Adrenal.2,3.814295381,MCF7,E2,ARHGEF38
54848,Adrenal.1,2.939228514,MCF7,E2,ARHGEF38
54863,Kidney.1,3.815750847,MCF7,E2,TOR4A
54867,Bone.3,-3.20896261,MCF7,E2,TMEM214
54870,Bone.3,-4.897309166,MCF7,E2,QRICH1
54882,Bone.2,-4.056576226,MCF7,E2,ANKHD1
54885,Brain.2,3.7099463,ZR751,ED,TBC1D8B
54903,Bone.1,-3.244660718,MCF7,E2,MKS1
54904,Brain.2,-4.043281968,ZR751,ED,NSD3
54931,Brain.2,3.084931799,ZR751,ED,TRMT10C
54947,Bone.4,3.442750853,MCF7,E2,LPCAT2
54947,Adrenal.3,-3.566745591,MCF7,E2,LPCAT2
54951,Brain.1,3.081061907,ZR751,ED,COMMD8
54956,Brain.3,2.952636321,ZR751,ED,PARP16
54962,Bone.4,3.253329236,MCF7,E2,TIPIN
54968,Bone.3,3.367133182,MCF7,E2,TMEM70
54970,Kidney.1,3.592665226,MCF7,E2,TTC12
54981,Bone.2,3.803656402,MCF7,E2,NMRK1
54994,Brain.3,-4.001753604,ZR751,ED,GID8
55001,Kidney.1,4.375238313,MCF7,E2,TTC22
55002,Brain.3,-2.731583488,ZR751,ED,TMCO3
55004,Kidney.1,-3.627939401,MCF7,E2,LAMTOR1
55008,Bone.3,-4.717671723,MCF7,E2,HERC6
55008,Brain.4,-4.67274937,MCF7,E2,HERC6
55010,Brain.2,3.034372659,ZR751,ED,PARPBP
55016,Bone.2,3.298058845,MCF7,E2,MARCHF1
55020,Bone.4,3.418009918,MCF7,E2,TTC38
55023,Bone.2,-4.02195467,MCF7,E2,PHIP
55024,Brain.4,2.947914763,MCF7,E2,BANK1
55033,Bone.3,2.758125885,MCF7,E2,FKBP14
55036,Kidney.1,3.526704307,MCF7,E2,CCDC40
55036,Adrenal.2,2.710813381,MCF7,E2,CCDC40
55040,Brain.1,-3.745554664,ZR751,ED,EPN3
55055,Bone.3,-3.37400496,MCF7,E2,ZWILCH
55071,Bone.3,3.344912741,MCF7,E2,C9orf40
55089,Brain.4,2.857631297,MCF7,E2,SLC38A4
55090,Bone.4,3.305419632,MCF7,E2,MED9
55096,Brain.1,2.753779567,ZR751,ED,EBLN2
55107,Bone.4,2.933913827,MCF7,E2,ANO1
55125,Brain.3,-3.451651834,ZR751,ED,CEP192
55130,Adrenal.2,3.239095277,MCF7,E2,ARMC4
55142,Bone.2,3.798069929,MCF7,E2,HAUS2
55159,Bone.4,-3.19188243,MCF7,E2,RFWD3
55167,Kidney.1,-4.7788529,MCF7,E2,MSL2
